pEC50,standardized,EC50,Target1
6.7144427,S(=O)(=O)(NC=1C(=O)N(c2c(OC)cccc2OC)C(CCCC)=NC=1O)C1CCCCC1,192.999995996955,0
10.187087,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(-c2nc(OCC)ccc2)nn1)C(C(OC)c1ncc(C)cn1)C,0.06499994662198794,1
6.6090651,O=C(NCC(=O)CC)CC(NC(=O)c1nn(CC(C)C)c(-c2c(OC)cccc2OC)c1)CCC1CCCCC1,245.99988268923246,0
7.5528421,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(-c2nc(OC)ccc2)nn1)C(C(O)c1c(F)cc(F)cc1)C,27.99999153205545,0
8.318759,Clc1cnc(C(OC)C(S(=O)(=O)Nc2n(c(-c3nc(OC)ccc3)nn2)C2CCCC2)C)nc1,4.799997376428772,1
8.1549015,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(-c2scc(CC)n2)nn1)CCc1ncc(F)cn1,7.000007414098143,1
7.318759,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(-c2nc(OC)ccc2)nn1)C(C(=O)N1CCCC1)C,47.99997376428772,0
9.5086384,Clc1cc(C(=O)N(CC)CC)c(CC(S(=O)(=O)Nc2n(-c3c(OC)cccc3OC)c(-c3occc3)nn2)C)nc1,0.30999993302097356,1
8.2596369,Clc1c(F)cc(Cc2oc(C3=C(O)C(c4c(OC)cccc4OC)=C(COCC)NC3=O)nn2)cc1,5.500005198736845,1
8.3010302,S(=O)(=O)(c1ccc(-c2cc(F)cnc2)cc1)C1=C(O)N(C(COC)c2ccccc2)C(CCC(C)C)=NC1=O,4.999997647495204,1
8.3010302,S(=O)(=O)(c1ccc(-c2c(C)c(F)ncc2)cc1)C1=C(O)N(C(CC)c2c(F)cccc2)C(CCCC)=NC1=O,4.999997647495204,1
5.7447276,S(=O)(=O)(Nc1n(c(C2COCCC2)nn1)C1(C)CC1)C(C(OC)c1ncc(C)nc1)C,1799.9995643833022,0
8.6020603,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(C2COCC2)nn1)C(C(OC(C)C)c1ncc(C)cn1)C,2.4999982231415516,1
8.3010302,S(=O)(=O)(c1ccc(-c2c(C)nc(F)cc2)cc1)C1=C(O)N(C(C)c2c(OC)cccc2)C(CCCC)=NC1=O,4.999997647495204,1
8.2596369,O(C)c1c(c(OC)ccc1)C=1C(O)=C(c2oc(Cc3[nH]nc4c3cccc4)nn2)C(=O)NC=1CCCC,5.500005198736845,1
6.7958798,Clc1c(-c2n(-c3c(OC)cccc3OC)c(NS(=O)(=O)C(C(OC)c3ncc(C)cn3)C)nn2)ccc(Cl)c1,160.00008007253655,0
